Age,Generation,Gender,Income_kUSD,Occupation,Drinks_Per_Week,Social_Setting,Taste_Preference,Alcohol_Tolerance,Price_Sensitivity,Preferred_Drink,Support_Local_Store,Purchase_Frequency,Monthly_Spend_USD,Purchase_Channel,Drinking_Occasion,Brand_Loyalty,Access_Problems,Health_Score
33.0,Millennial,Male,36.09,Entrepreneur,2.0,Bar,Sweet,2.31,Medium,Cocktails,No,Monthly,164.38,Online,Celebration,Medium,Limited Variety,4.6
61.0,Baby Boomer,Male,28.32,Entrepreneur,1.0,Home,Salty,2.31,Medium,Cider,Maybe,Monthly,123.37,Both,Stress Relief,Medium,Location,4.9
23.0,Gen Z,Male,59.39,Other,1.0,Home,Neutral,1.9,Medium,Beer,No,Monthly,247.87,Online,Stress Relief,Medium,Limited Variety,5.0
59.0,Baby Boomer,Female,64.28,Entrepreneur,2.0,Other,Bitter,2.35,Medium,Other,Yes,Monthly,433.25,Both,Celebration,Medium,No Problems,3.7
26.0,Millennial,Male,46.92,Professional,1.0,Bar,Salty,2.12,Medium,Cider,Yes,Monthly,257.64,Offline,Celebration,Medium,Expensive,5.0
28.0,Millennial,Female,32.54,Other,2.0,Other,Neutral,2.16,Low,Beer,Yes,Monthly,201.71,Offline,Social,High,Expensive,4.3
47.0,Gen X,Female,49.61,Entrepreneur,2.0,Social Event,Sweet,1.64,Low,Spirits,No,Monthly,382.03,Online,Celebration,High,Expensive,3.3
29.0,Millennial,Female,40.27,Entrepreneur,1.0,Home,Salty,1.11,Low,Other,No,Monthly,370.1,Online,Stress Relief,High,Location,3.2
57.0,Baby Boomer,Male,34.08,Retired,1.0,Home,Neutral,0.94,Low,Wine,Yes,Monthly,277.64,Both,Stress Relief,High,Location,4.1
53.0,Gen X,Female,56.78,Entrepreneur,5.0,Social Event,Salty,1.15,Medium,Beer,Maybe,Weekly,304.78,Online,Celebration,Medium,No Problems,2.6
62.0,Baby Boomer,Male,34.84,Student,1.0,Bar,Sweet,1.76,Low,Cocktails,No,Monthly,49.24,Offline,Celebration,High,Location,4.7
64.0,Baby Boomer,Male,18.67,Other,6.0,Home,Salty,0.85,High,Cocktails,Yes,Weekly,410.32,Offline,Stress Relief,Low,Limited Variety,2.0
44.0,Gen X,Other,23.12,Student,4.0,Restaurant,Salty,1.02,High,Other,Maybe,Weekly,107.78,Online,Social,Low,No Problems,3.0
35.0,Millennial,Male,17.93,Other,2.0,Restaurant,Neutral,1.44,High,Wine,Yes,Monthly,99.18,Online,Social,Low,Expensive,3.9
52.0,Gen X,Female,54.95,Retired,1.0,Bar,Sour,0.97,High,Beer,Yes,Monthly,155.12,Offline,Celebration,Low,No Problems,5.0
52.0,Gen X,Female,53.01,Entrepreneur,1.0,Social Event,Salty,1.68,Low,Wine,No,Monthly,109.11,Both,Celebration,High,Limited Variety,3.8
44.0,Gen X,Female,52.01,Entrepreneur,3.0,Other,Sour,2.35,Medium,Spirits,No,Weekly,515.44,Offline,Daily Habit,Medium,Location,3.6
61.0,Baby Boomer,Female,61.75,Entrepreneur,2.0,Bar,Bitter,2.0,Low,Wine,No,Monthly,558.65,Offline,Celebration,High,Location,3.6
32.0,Millennial,Male,73.84,Other,1.0,Other,Salty,1.83,High,Spirits,Yes,Monthly,280.48,Online,Celebration,Low,Location,4.0
59.0,Baby Boomer,Male,38.15,Entrepreneur,4.0,Bar,Sour,1.67,High,Cocktails,Yes,Weekly,96.43,Offline,Celebration,Low,Expensive,3.6
22.0,Gen Z,Female,58.13,Student,2.0,Restaurant,Bitter,1.48,High,Spirits,No,Monthly,273.8,Online,Social,Low,Limited Variety,3.5
23.0,Gen Z,Male,18.41,Entrepreneur,1.0,Social Event,Neutral,0.87,Medium,Beer,No,Monthly,113.48,Both,Celebration,Medium,Limited Variety,4.4
57.0,Baby Boomer,Male,77.57,Retired,3.0,Restaurant,Salty,2.29,Medium,Other,No,Weekly,279.94,Offline,Social,Medium,No Problems,4.5
37.0,Millennial,Male,25.1,Student,2.0,Social Event,Neutral,1.0,Low,Other,No,Monthly,170.27,Offline,Celebration,High,Limited Variety,4.4
22.0,Gen Z,Male,35.8,Entrepreneur,4.0,Other,Bitter,0.68,Low,Beer,Maybe,Weekly,328.04,Online,Daily Habit,High,No Problems,2.8
22.0,Gen Z,Male,38.05,Entrepreneur,4.0,Bar,Neutral,2.0,Medium,Beer,Yes,Weekly,469.37,Both,Celebration,Medium,Limited Variety,2.8
48.0,Gen X,Male,19.47,Professional,1.0,Home,Neutral,0.85,Medium,Beer,Yes,Monthly,104.74,Online,Stress Relief,Medium,Limited Variety,3.9
43.0,Gen X,Female,50.65,Other,4.0,Home,Sweet,1.24,High,Cider,No,Weekly,287.51,Online,Stress Relief,Low,Location,3.7
57.0,Baby Boomer,Female,54.28,Student,0.0,Social Event,Bitter,0.56,Low,Spirits,No,Rarely,409.64,Offline,Celebration,High,Location,5.0
52.0,Gen X,Female,46.21,Professional,3.0,Social Event,Neutral,0.77,High,Beer,Yes,Weekly,322.72,Offline,Celebration,Low,No Problems,3.8
53.0,Gen X,Male,19.2,Retired,3.0,Restaurant,Sour,0.85,Medium,Other,Yes,Weekly,143.18,Offline,Social,Medium,Location,3.9
21.0,Gen Z,Male,89.67,Other,2.0,Home,Bitter,0.61,High,Wine,No,Monthly,348.05,Online,Stress Relief,Low,Limited Variety,3.6
39.0,Millennial,Male,60.98,Student,3.0,Restaurant,Sweet,1.81,High,Wine,Yes,Weekly,369.35,Both,Social,Low,Expensive,2.7
22.0,Gen Z,Female,102.68,Entrepreneur,1.0,Other,Salty,2.17,High,Cider,Yes,Monthly,334.31,Online,Social,Low,Limited Variety,4.8
64.0,Baby Boomer,Female,33.9,Student,4.0,Home,Neutral,1.25,Low,Spirits,Maybe,Weekly,287.09,Both,Stress Relief,High,Limited Variety,3.4
46.0,Gen X,Male,69.16,Entrepreneur,3.0,Other,Sour,2.25,High,Spirits,No,Weekly,1230.44,Offline,Daily Habit,Low,Location,4.3
52.0,Gen X,Female,65.59,Other,0.0,Bar,Sweet,0.93,Low,Spirits,No,Rarely,137.05,Offline,Celebration,High,Limited Variety,4.9
26.0,Millennial,Male,44.19,Entrepreneur,2.0,Restaurant,Bitter,1.15,Low,Other,Yes,Monthly,122.07,Online,Social,High,Limited Variety,3.8
52.0,Gen X,Female,78.22,Retired,1.0,Social Event,Neutral,0.8,Medium,Other,No,Monthly,827.13,Online,Celebration,Medium,Expensive,4.4
24.0,Gen Z,Female,41.89,Entrepreneur,0.0,Home,Sweet,1.74,High,Cider,Yes,Rarely,156.53,Both,Stress Relief,Low,Expensive,5.0
31.0,Millennial,Female,42.78,Retired,3.0,Restaurant,Sweet,1.34,Medium,Spirits,Yes,Weekly,231.45,Offline,Social,Medium,Limited Variety,3.4
37.0,Millennial,Female,-19.43,Other,1.0,Social Event,Sour,1.73,High,Spirits,No,Monthly,-165.61,Online,Celebration,Low,No Problems,4.5
58.0,Baby Boomer,Female,58.18,Other,1.0,Bar,Salty,2.02,Medium,Beer,No,Monthly,217.8,Offline,Celebration,Medium,Location,4.9
44.0,Gen X,Male,23.49,Student,1.0,Home,Salty,1.59,Low,Spirits,No,Monthly,296.61,Both,Stress Relief,High,Location,4.2
25.0,Millennial,Female,38.99,Retired,4.0,Other,Salty,1.76,High,Other,No,Weekly,505.28,Online,Social,Low,Location,3.7
54.0,Gen X,Male,29.48,Retired,3.0,Bar,Bitter,2.37,Low,Beer,Maybe,Weekly,174.62,Both,Celebration,High,Limited Variety,3.8
26.0,Millennial,Female,42.68,Professional,0.0,Social Event,Sweet,1.1,High,Beer,Yes,Rarely,520.73,Online,Celebration,Low,No Problems,4.1
42.0,Gen X,Female,58.88,Professional,1.0,Home,Bitter,1.22,Medium,Spirits,Maybe,Monthly,220.41,Online,Stress Relief,Medium,Expensive,4.2
31.0,Millennial,Female,50.22,Professional,4.0,Home,Sweet,1.94,Medium,Wine,Yes,Weekly,672.03,Online,Stress Relief,Medium,Limited Variety,2.0
36.0,Millennial,Male,64.19,Entrepreneur,2.0,Bar,Sour,1.72,Medium,Cocktails,Yes,Monthly,461.44,Online,Celebration,Medium,Limited Variety,3.9
53.0,Gen X,Female,75.31,Professional,1.0,Home,Sour,0.86,Low,Other,No,Monthly,731.67,Online,Stress Relief,High,Expensive,4.3
29.0,Millennial,Female,42.62,Retired,2.0,Social Event,Bitter,1.25,Medium,Wine,Yes,Monthly,575.9,Online,Celebration,Medium,Location,4.4
26.0,Millennial,Female,40.43,Entrepreneur,1.0,Bar,Bitter,1.44,Low,Spirits,No,Monthly,1764.2767019241785,Both,Celebration,High,Limited Variety,4.1
36.0,Millennial,Male,69.15,Other,3.0,Other,Sour,1.34,Low,Spirits,No,Weekly,358.68,Both,Celebration,High,Location,3.7
49.0,Gen X,Male,70.74,Student,3.0,Bar,Neutral,0.86,Low,Wine,No,Weekly,673.07,Both,Celebration,High,Limited Variety,3.8
23.0,Gen Z,Male,64.81,Professional,6.0,Bar,Salty,2.35,Medium,Spirits,Yes,Weekly,636.16,Online,Celebration,Medium,Expensive,2.1
40.0,Millennial,Male,30.96,Other,1.0,Other,Salty,2.02,Medium,Other,No,Monthly,429.34,Online,Social,Medium,Location,5.0
56.0,Gen X,Female,58.45,Retired,3.0,Social Event,Sour,1.46,Medium,Beer,Maybe,Weekly,473.09,Online,Celebration,Medium,Expensive,4.5
39.0,Millennial,Male,52.19,Student,1.0,Restaurant,Salty,1.86,High,Cider,Yes,Monthly,220.32,Both,Social,Low,Limited Variety,4.6
46.0,Gen X,Other,71.05,Other,4.0,Restaurant,Neutral,2.29,Medium,Spirits,No,Weekly,719.51,Both,Social,Medium,Expensive,3.2
23.0,Gen Z,Male,38.54,Student,2.0,Other,Neutral,0.77,Medium,Spirits,Yes,Monthly,121.63,Online,Celebration,Medium,Location,3.6
39.0,Millennial,Male,16.67,Professional,3.0,Social Event,Sweet,1.0,Medium,Wine,Yes,Weekly,77.53,Online,Celebration,Medium,Location,1.0
40.0,Millennial,Female,63.8,Retired,1.0,Home,Bitter,1.59,Medium,Beer,No,Monthly,589.23,Offline,Stress Relief,Medium,Limited Variety,5.0
52.0,Gen X,Female,-1.17,Student,2.0,Other,Salty,2.1,Medium,Wine,Yes,Monthly,-5.21,Offline,Celebration,Medium,No Problems,4.5
27.0,Millennial,Female,35.37,Other,2.0,Restaurant,Neutral,0.57,Low,Other,No,Monthly,129.7,Online,Social,High,No Problems,3.5
61.0,Baby Boomer,Female,29.54,Professional,2.0,Social Event,Bitter,2.47,High,Wine,No,Monthly,239.11,Offline,Celebration,Low,Location,1.0
53.0,Gen X,Female,29.4,Professional,1.0,Bar,Bitter,1.41,Medium,Spirits,No,Monthly,269.53,Both,Celebration,Medium,Location,4.2
60.0,Baby Boomer,Male,35.02,Other,4.0,Social Event,Sweet,1.22,Low,Beer,Yes,Weekly,463.24,Online,Celebration,High,Limited Variety,2.9
59.0,Baby Boomer,Other,74.35,Other,1.0,Social Event,Bitter,1.09,Medium,Other,Yes,Monthly,619.96,Online,Celebration,Medium,Location,4.3
38.0,Millennial,Other,66.41,Student,1.0,Restaurant,Bitter,0.85,Low,Spirits,No,Monthly,230.51,Both,Social,High,Expensive,4.6
60.0,Baby Boomer,Female,44.97,Entrepreneur,2.0,Restaurant,Sour,2.08,Low,Other,Maybe,Monthly,136.72,Offline,Social,High,Expensive,4.5
21.0,Gen Z,Male,72.67,Professional,2.0,Home,Sweet,2.41,Low,Spirits,No,Monthly,952.84,Online,Stress Relief,High,No Problems,5.0
31.0,Millennial,Female,28.75,Student,5.0,Home,Sweet,1.33,Medium,Spirits,No,Weekly,275.93,Online,Stress Relief,Medium,Location,2.8
48.0,Gen X,Male,26.03,Other,0.0,Other,Salty,2.4,Medium,Spirits,No,Rarely,95.27,Online,Social,Medium,Limited Variety,3.8
45.0,Gen X,Male,67.27,Student,0.0,Bar,Bitter,2.15,High,Cider,Yes,Rarely,542.21,Offline,Celebration,Low,Expensive,4.2
43.0,Gen X,Male,61.59,Other,2.0,Home,Salty,1.46,Low,Cocktails,Yes,Monthly,503.44,Both,Stress Relief,High,Location,3.6
51.0,Gen X,Male,40.79,Retired,1.0,Restaurant,Neutral,1.85,Medium,Beer,No,Monthly,259.62,Offline,Social,Medium,Expensive,4.2
50.0,Gen X,Female,27.29,Other,4.0,Social Event,Bitter,1.37,Medium,Cider,Yes,Weekly,743.87,Offline,Celebration,Medium,Expensive,3.4
62.0,Baby Boomer,Female,79.19,Other,4.0,Other,Neutral,1.62,Low,Cocktails,Yes,Weekly,530.03,Offline,Celebration,High,Expensive,2.6
55.0,Gen X,Female,15.6,Other,2.0,Home,Sour,0.62,Medium,Other,No,Monthly,153.55,Offline,Stress Relief,Medium,Limited Variety,4.3
27.0,Millennial,Male,38.03,Entrepreneur,1.0,Social Event,Bitter,1.89,Low,Cocktails,No,Monthly,198.29,Both,Celebration,High,Location,4.1
36.0,Millennial,Male,54.57,Other,1.0,Social Event,Salty,0.61,Low,Cocktails,No,Monthly,316.28,Both,Celebration,High,Expensive,3.9
46.0,Gen X,Male,86.04,Professional,4.0,Home,Salty,2.13,Medium,Cider,Maybe,Weekly,1705.98,Online,Stress Relief,Medium,Location,2.4
22.0,Gen Z,Other,57.66,Professional,1.0,Bar,Bitter,2.15,Medium,Beer,Yes,Monthly,376.66,Both,Celebration,Medium,Expensive,5.0
21.0,Gen Z,Male,59.61,Student,8.0,Bar,Salty,0.97,Low,Wine,Maybe,Daily,1603.3,Online,Celebration,High,Location,1.0
32.0,Millennial,Female,38.61,Entrepreneur,0.0,Other,Bitter,1.15,Low,Cocktails,No,Rarely,273.86,Both,Daily Habit,High,No Problems,5.0
25.0,Millennial,Female,61.37,Student,1.0,Bar,Sweet,1.46,Low,Wine,Yes,Monthly,259.12,Online,Celebration,High,Location,3.7
57.0,Baby Boomer,Male,52.11,Professional,3.0,Other,Salty,1.69,Low,Wine,Maybe,Weekly,258.94,Both,Celebration,High,No Problems,4.2
52.0,Gen X,Female,18.23,Professional,1.0,Restaurant,Bitter,1.07,Low,Spirits,No,Monthly,54.79,Both,Social,High,No Problems,4.7
29.0,Millennial,Female,65.86,Retired,3.0,Home,Bitter,1.68,Medium,Wine,No,Weekly,186.27,Online,Stress Relief,Medium,Limited Variety,3.6
61.0,Baby Boomer,Female,69.41,Other,2.0,Social Event,Salty,1.1,Medium,Other,No,Monthly,1201.09,Offline,Celebration,Medium,Location,4.2
55.0,Gen X,Female,66.07,Professional,2.0,Other,Sweet,0.61,Medium,Other,No,Monthly,235.56,Both,Social,Medium,No Problems,4.3
39.0,Millennial,Male,50.67,Student,1.0,Bar,Salty,0.51,Medium,Spirits,Maybe,Monthly,229.88,Both,Celebration,Medium,Limited Variety,4.9
36.0,Millennial,Male,30.88,Student,2.0,Other,Bitter,0.7,Medium,Beer,Yes,Monthly,166.43,Online,Daily Habit,Medium,Expensive,3.7
23.0,Gen Z,Female,3.82,Other,0.0,Other,Sweet,2.08,Low,Beer,No,Rarely,18.48,Both,Daily Habit,High,No Problems,4.7
40.0,Millennial,Female,53.14,Other,1.0,Bar,Neutral,2.42,Low,Other,No,Monthly,404.9,Online,Celebration,High,Location,4.5
44.0,Gen X,Male,71.64,Retired,0.0,Bar,Sour,1.35,High,Spirits,No,Rarely,457.03,Online,Celebration,Low,Expensive,5.0
53.0,Gen X,Female,69.91,Entrepreneur,5.0,Home,Salty,1.53,Low,Beer,No,Weekly,589.05,Offline,Stress Relief,High,Limited Variety,2.5
44.0,Gen X,Female,66.32,Student,4.0,Social Event,Bitter,0.79,Low,Cocktails,Maybe,Weekly,563.28,Online,Celebration,High,Location,3.4
31.0,Millennial,Female,48.52,Other,3.0,Home,Sweet,1.6,Low,Beer,Maybe,Weekly,422.47,Both,Stress Relief,High,Location,3.8
28.0,Millennial,Male,71.75,Student,1.0,Home,Sweet,0.79,Medium,Spirits,No,Monthly,321.08,Online,Stress Relief,Medium,Location,4.4
56.0,Gen X,Female,68.48,Other,2.0,Bar,Neutral,1.72,Medium,Other,No,Monthly,946.78,Both,Celebration,Medium,Location,3.1
58.0,Baby Boomer,Female,41.55,Professional,1.0,Bar,Salty,2.37,High,Cocktails,No,Monthly,269.14,Online,Celebration,Low,Location,4.2
60.0,Baby Boomer,Male,63.53,Student,4.0,Social Event,Sweet,0.89,High,Wine,No,Weekly,847.08,Offline,Celebration,Low,Limited Variety,3.9
40.0,Millennial,Male,39.28,Professional,1.0,Other,Neutral,2.03,Medium,Wine,No,Monthly,277.27,Online,Celebration,Medium,Location,4.7
55.0,Gen X,Other,60.8,Student,0.0,Home,Bitter,0.55,Medium,Wine,Maybe,Rarely,453.58,Online,Stress Relief,Medium,Location,4.7
45.0,Gen X,Male,24.02,Entrepreneur,3.0,Social Event,Neutral,1.25,Low,Other,Yes,Weekly,198.79,Online,Celebration,High,Location,3.6
55.0,Gen X,Female,25.56,Retired,1.0,Home,Salty,0.72,Low,Spirits,Yes,Monthly,67.73,Online,Stress Relief,High,Limited Variety,4.8
45.0,Gen X,Female,71.16,Professional,3.0,Other,Neutral,1.2,Low,Wine,Maybe,Weekly,656.96,Offline,Celebration,High,Limited Variety,3.2
49.0,Gen X,Male,68.75,Other,0.0,Home,Sweet,0.85,Low,Beer,Yes,Rarely,205.95,Online,Stress Relief,High,No Problems,5.0
38.0,Millennial,Female,62.67,Entrepreneur,2.0,Restaurant,Sweet,1.25,Low,Wine,Maybe,Monthly,297.8,Online,Social,High,Expensive,4.2
38.0,Millennial,Male,51.76,Student,2.0,Social Event,Sour,1.34,Low,Cider,Maybe,Monthly,429.51,Online,Celebration,High,Limited Variety,3.5
22.0,Gen Z,Female,2.17,Professional,1.0,Bar,Neutral,1.1,Medium,Other,Yes,Monthly,20.42,Both,Celebration,Medium,Limited Variety,4.9
55.0,Gen X,Male,48.5,Student,3.0,Home,Bitter,1.81,High,Cider,Maybe,Weekly,370.57,Both,Stress Relief,Low,No Problems,3.3
36.0,Millennial,Female,59.08,Student,3.0,Social Event,Salty,2.34,Medium,Wine,Yes,Weekly,521.21,Online,Celebration,Medium,Expensive,3.4
61.0,Baby Boomer,Male,39.31,Student,1.0,Social Event,Sour,1.3,High,Wine,Yes,Monthly,466.58,Offline,Celebration,Low,Expensive,4.0
56.0,Gen X,Male,35.75,Retired,1.0,Home,Neutral,0.88,Medium,Cider,No,Monthly,204.34,Online,Stress Relief,Medium,Expensive,4.8
53.0,Gen X,Other,78.89,Retired,3.0,Bar,Bitter,1.04,Medium,Other,Yes,Weekly,2190.19,Both,Celebration,Medium,Location,3.4
24.0,Gen Z,Male,48.79,Other,1.0,Bar,Sour,2.21,Medium,Other,Yes,Monthly,328.04,Online,Celebration,Medium,Expensive,4.8
53.0,Gen X,Female,59.1,Professional,0.0,Home,Sweet,1.64,Low,Wine,No,Rarely,101.67,Online,Stress Relief,High,Limited Variety,4.7
34.0,Millennial,Male,65.48,Entrepreneur,1.0,Social Event,Salty,1.41,Low,Other,No,Monthly,483.6,Online,Celebration,High,Limited Variety,4.2
41.0,Gen X,Female,29.97,Entrepreneur,3.0,Bar,Neutral,0.8,High,Cocktails,Yes,Weekly,274.14,Offline,Celebration,Low,No Problems,3.1
40.0,Millennial,Male,53.86,Entrepreneur,4.0,Home,Bitter,1.4,High,Other,Maybe,Weekly,947.77,Online,Stress Relief,Low,Limited Variety,3.2
28.0,Millennial,Other,76.39,Student,2.0,Home,Sweet,1.06,Low,Cider,Yes,Monthly,662.02,Both,Stress Relief,High,Expensive,3.7
27.0,Millennial,Male,86.38,Retired,0.0,Home,Sour,2.39,Low,Spirits,Yes,Rarely,334.41,Online,Stress Relief,High,Location,4.9
23.0,Gen Z,Male,50.8,Professional,2.0,Social Event,Salty,2.27,Medium,Cider,Maybe,Monthly,170.48,Offline,Celebration,Medium,No Problems,3.7
37.0,Millennial,Male,45.24,Student,1.0,Bar,Sour,0.67,Low,Beer,No,Monthly,206.5,Online,Celebration,High,Location,4.7
53.0,Gen X,Male,55.38,Retired,3.0,Social Event,Sour,1.53,Medium,Cocktails,No,Weekly,273.64,Online,Celebration,Medium,No Problems,2.6
32.0,Millennial,Female,54.87,Retired,2.0,Restaurant,Bitter,0.95,Low,Spirits,No,Monthly,254.06,Both,Social,High,No Problems,4.1
42.0,Gen X,Male,77.74,Professional,2.0,Bar,Sweet,1.32,Medium,Wine,No,Monthly,645.81,Online,Celebration,Medium,Expensive,4.9
42.0,Gen X,Female,30.07,Professional,2.0,Social Event,Neutral,2.25,Low,Beer,Maybe,Monthly,428.95,Both,Celebration,High,Location,4.6
50.0,Gen X,Male,44.4,Professional,0.0,Bar,Bitter,1.56,Medium,Beer,Maybe,Rarely,224.4,Offline,Celebration,Medium,Expensive,4.7
58.0,Baby Boomer,Male,27.66,Student,3.0,Restaurant,Salty,1.17,Low,Cocktails,No,Weekly,115.0,Online,Social,High,Location,3.7
58.0,Baby Boomer,Female,29.76,Other,2.0,Other,Sour,0.92,Medium,Spirits,Yes,Monthly,230.05,Both,Social,Medium,Expensive,4.2
65.0,Baby Boomer,Female,57.53,Professional,0.0,Home,Salty,2.1,High,Beer,Maybe,Rarely,434.19,Offline,Stress Relief,Low,Expensive,5.0
28.0,Millennial,Male,66.2,Other,2.0,Social Event,Bitter,1.75,Medium,Spirits,Yes,Monthly,302.06,Both,Celebration,Medium,No Problems,2.7
47.0,Gen X,Male,37.01,Student,2.0,Restaurant,Bitter,1.44,High,Spirits,Yes,Monthly,214.23,Online,Social,Low,Expensive,4.6
47.0,Gen X,Male,65.44,Other,2.0,Restaurant,Neutral,0.93,High,Other,No,Monthly,408.02,Both,Social,Low,No Problems,3.9
54.0,Gen X,Female,72.23,Entrepreneur,2.0,Bar,Sour,1.17,High,Beer,No,Monthly,301.95,Online,Celebration,Low,Expensive,5.0
41.0,Gen X,Female,88.69,Other,3.0,Bar,Bitter,2.42,Medium,Spirits,No,Weekly,927.17,Offline,Celebration,Medium,Expensive,3.1
50.0,Gen X,Male,51.39,Professional,1.0,Home,Salty,1.54,Medium,Cocktails,Maybe,Monthly,245.14,Both,Stress Relief,Medium,No Problems,3.9
53.0,Gen X,Female,37.2,Student,2.0,Bar,Neutral,1.3,High,Beer,Yes,Monthly,283.99,Both,Celebration,Low,Location,3.7
48.0,Gen X,Female,29.95,Professional,2.0,Social Event,Salty,1.54,Low,Cocktails,Yes,Monthly,118.94,Both,Celebration,High,Location,3.5
53.0,Gen X,Female,27.96,Entrepreneur,3.0,Social Event,Sour,2.06,Medium,Cocktails,Yes,Weekly,169.85,Both,Celebration,Medium,Expensive,3.6
25.0,Millennial,Female,75.0,Professional,2.0,Social Event,Neutral,1.18,High,Spirits,Maybe,Monthly,666.16,Both,Celebration,Low,Limited Variety,4.3
39.0,Millennial,Male,19.7,Professional,4.0,Other,Neutral,0.86,Medium,Spirits,No,Weekly,150.97,Online,Daily Habit,Medium,Location,2.9
24.0,Gen Z,Male,74.35,Professional,2.0,Social Event,Neutral,1.67,High,Other,No,Monthly,1091.29,Online,Celebration,Low,Location,4.7
55.0,Gen X,Male,32.63,Retired,1.0,Bar,Sweet,1.83,Medium,Other,Yes,Monthly,135.4,Online,Celebration,Medium,Limited Variety,4.2
37.0,Millennial,Male,36.3,Entrepreneur,1.0,Bar,Neutral,1.93,High,Beer,No,Monthly,205.82,Online,Celebration,Low,No Problems,4.3
64.0,Baby Boomer,Female,46.97,Professional,0.0,Social Event,Salty,2.26,Medium,Other,No,Rarely,310.65,Offline,Celebration,Medium,Location,4.8
48.0,Gen X,Female,35.93,Professional,2.0,Restaurant,Salty,1.24,Medium,Wine,No,Monthly,109.42,Offline,Social,Medium,No Problems,4.3
50.0,Gen X,Male,68.64,Professional,4.0,Restaurant,Sour,0.65,Medium,Beer,Maybe,Weekly,262.78,Online,Social,Medium,Location,3.3
49.0,Gen X,Male,86.27,Student,1.0,Restaurant,Bitter,2.42,High,Cocktails,Maybe,Monthly,203.87,Offline,Social,Low,Location,4.7
26.0,Millennial,Male,36.85,Retired,0.0,Home,Bitter,1.37,High,Other,Yes,Rarely,287.43,Online,Stress Relief,Low,Expensive,4.9
55.0,Gen X,Female,41.36,Student,2.0,Other,Sweet,1.75,High,Other,Yes,Monthly,194.27,Offline,Social,Low,Expensive,3.3
61.0,Baby Boomer,Male,46.73,Retired,0.0,Social Event,Neutral,1.83,Medium,Other,No,Rarely,696.69,Offline,Celebration,Medium,No Problems,4.8
57.0,Baby Boomer,Female,60.82,Professional,0.0,Home,Sweet,1.59,Medium,Spirits,Yes,Rarely,190.31,Offline,Stress Relief,Medium,Expensive,5.0
44.0,Gen X,Male,46.93,Entrepreneur,3.0,Restaurant,Sour,0.91,Low,Cocktails,Yes,Weekly,389.08,Both,Social,High,Expensive,4.0
49.0,Gen X,Male,77.75,Other,2.0,Social Event,Sour,2.01,High,Other,Yes,Monthly,1040.44,Offline,Celebration,Low,Expensive,4.1
51.0,Gen X,Other,72.93,Other,3.0,Home,Bitter,2.11,Medium,Cider,Yes,Weekly,1503.27,Online,Stress Relief,Medium,Expensive,3.3
55.0,Gen X,Other,26.29,Professional,1.0,Bar,Sour,1.61,Low,Cider,No,Monthly,373.45,Offline,Celebration,High,No Problems,4.5
53.0,Gen X,Male,60.42,Student,1.0,Restaurant,Neutral,1.48,Low,Cocktails,No,Monthly,560.23,Online,Social,High,No Problems,4.3
41.0,Gen X,Female,80.41,Entrepreneur,2.0,Home,Salty,0.73,High,Other,Maybe,Monthly,830.49,Offline,Stress Relief,Low,Limited Variety,4.6
52.0,Gen X,Female,40.1,Retired,4.0,Bar,Sour,0.67,High,Wine,Yes,Weekly,497.94,Offline,Celebration,Low,Expensive,2.6
43.0,Gen X,Female,44.11,Professional,3.0,Restaurant,Sweet,1.18,High,Wine,Maybe,Weekly,492.12,Online,Social,Low,Location,4.0
53.0,Gen X,Male,39.44,Entrepreneur,1.0,Other,Neutral,1.12,Medium,Beer,Maybe,Monthly,151.72,Online,Celebration,Medium,Location,4.2
23.0,Gen Z,Female,39.86,Entrepreneur,4.0,Restaurant,Sour,2.41,Medium,Beer,Yes,Weekly,244.48,Both,Social,Medium,No Problems,3.7
38.0,Millennial,Female,16.63,Retired,1.0,Other,Sour,2.07,Medium,Other,Maybe,Monthly,84.13,Both,Daily Habit,Medium,Limited Variety,4.7
45.0,Gen X,Female,23.43,Entrepreneur,3.0,Other,Neutral,1.82,Low,Beer,Yes,Weekly,162.68,Offline,Social,High,Limited Variety,3.1
62.0,Baby Boomer,Male,51.55,Student,1.0,Other,Sour,1.54,High,Spirits,No,Monthly,208.26,Online,Social,Low,Limited Variety,4.3
51.0,Gen X,Male,80.27,Student,1.0,Social Event,Salty,0.83,Low,Wine,No,Monthly,576.19,Online,Celebration,High,No Problems,1.0
23.0,Gen Z,Male,37.73,Student,2.0,Social Event,Bitter,2.46,Medium,Cocktails,Yes,Monthly,376.51,Online,Celebration,Medium,Location,3.8
60.0,Baby Boomer,Female,37.14,Entrepreneur,3.0,Other,Neutral,1.25,Medium,Other,Yes,Weekly,293.46,Both,Social,Medium,Location,3.5
44.0,Gen X,Male,84.03,Student,1.0,Bar,Sweet,0.71,Medium,Other,No,Monthly,891.39,Online,Celebration,Medium,Expensive,4.2
52.0,Gen X,Female,27.83,Retired,3.0,Other,Sour,1.49,High,Cider,Maybe,Weekly,118.88,Both,Social,Low,Location,4.4
